Job Title,Salary Estimate,Job Description,Rating,Company Name,Division,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Machine Learning Research Scientist - Biotechnology Company,CA$90K - CA$110K (Employer est.),"This is a leading company in artificial intelligence for drug discovery that has launched multiple software products, including target identification platform, and automated drug discovery platform. We are looking for a Machine Learning Scientist to join the team. You will work with product teams as well as top AI scientists in this field. We focus on AI-assisted systems that can identify novel drug targets for untreated diseases, assist in the development of new treatments and eventually predict how well those treatments may perform in clinical trials. This company was ranked Top 5 AI companies in its potential for social impact according to NVIDIA and in 2018, the company was named one of the global top 100 AI companies by CB Insights. They are growing their team in Canada and are looking for people who want to be part of this journey.

More about role:
We are seeking a Machine Learning Research Scientist for generative models in chemistry/biology. We are an end-to-end artificial intelligence-driven pharma-technology company with a mission to accelerate drug discovery and development by leveraging our rapidly-evolving proprietary platforms across biology, chemistry, and clinical development. Our Pharma.AI platform has the potential to rapidly bring novel breakthrough medicines to patients while decreasing costs and increasing the probability of success.

Machine Learning Research scientist
1215 Boulevard René-Lévesque, Montreal. Hybrid model. Coming in to office 2 days a week.
Full time and permanent
90-110k + 8.33% bonus + Benefits + 3-4 weeks’ vacation


Do you have this experience?
Desirable Skills",4.4,"Groom & Associes
4.4",,Montreal,1 to 50 Employees,,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD)
Data Scientist II – Applied Machine Learning,CA$80K - CA$100K (Glassdoor est.),"TD Description
Tell us your story. Don't go unnoticed. Explain why you're a winning candidate. Think ""TD"" if you crave meaningful work and embrace change like we do. We are a trusted North American leader that cares about people and inspires them to grow and move forward.
Stay current and competitive. Carve out a career for yourself. Grow with us.
Department Overview
What does TD stand for? For starters, we believe in visionary leadership and insights. We believe in using every resource at our disposal to better serve our clients, and for almost every department, that begins with data.",4.0,"TD Bank
4.0",,Toronto,10000+ Employees,1855,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Data Scientist II,CA$80K - CA$100K (Glassdoor est.),"TD Description
Tell us your story. Don't go unnoticed. Explain why you're a winning candidate. Think ""TD"" if you crave meaningful work and embrace change like we do. We are a trusted North American leader that cares about people and inspires them to grow and move forward.
Stay current and competitive. Carve out a career for yourself. Grow with us.
Department Overview
What does TD stand for? For starters, we believe in visionary leadership and insights. We believe in using every resource at our disposal to better serve our clients, and for almost every department, that begins with data.",4.0,"TD Bank
4.0",,Toronto,10000+ Employees,1855,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Data Scientist/Time Series,CA$61K - CA$91K (Glassdoor est.),"Reporting directly to the Director of Data Science, this role is pivotal in implementing advanced time series solutions to deliver high quality results to clients.
You will be interacting with multi-function teams, including data integration, model development and other consulting functions to implement best practice and thought leadership.
This role also works very closely with client project sponsors to ensure client satisfaction and business requirement fulfillment.
Duties and Responsibilities
Implement currently available time series forecasting models
Develop customized forecasting algorithms required by specifications of each project",3.6,"Scarsin
3.6",,Markham,1 to 50 Employees,2002,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD)
,CA$100K - CA$145K (Employer est.),,-1,,,,,,,,,
Data Scientist – Time series specialist,CA$38.00 Per Hour(Employer est.),"Company details:
Rocket Science provides end-to-end machine-learning strategy, development, and deployment expertise.
Our Rocket Data Scientists or “Datastronauts”, have in-depth experience and a proven track record with leveraging AI & ML solutions to explore complex business problems, build exciting models, and create real value.
Operating and launching from our HQ in Montreal, Canada. We are growing rapidly due to the huge success we are bringing to our clients.
What You’ll Do:",3.0,"Rocket Science Development
3.0",,Remote,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
"Junior Associate Data Analytics, Class of 2023",-1,"Company Description

Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally-enabled state, both in the way they work and the way they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. United by our core values and our purpose of helping people thrive in the brave pursuit of next, our 20,000+ people in 53 offices around the world combine experience across technology, data sciences, consulting and customer obsession to accelerate our clients’ businesses through designing the products and services their customers truly value.

Job Description",3.9,"Publicis Sapient
3.9",,Toronto,10000+ Employees,1990,Company - Public,Business Consulting,Management & Consulting,Unknown / Non-Applicable
Business Intelligence & Data Science Co-op Student,CA$92K - CA$107K (Glassdoor est.),"Location: Vancouver, British Columbia, CA
Req ID: 30251
Jobs by Category: Students and New Grads
Job Function: Co-op & Internship
Status: Full Time
Schedule: Temporary
Description

You love technology, you love to learn and you have a global mindset. You are passionate about Data Science, Big Data, Machine Learning and making a tangible difference for customers. We are part of Business Networks & Systems (BNS) of Telus Partner Solutions Group exclusively working on Wholesale and Partner customers of Telus. We are looking for someone like you to work with us to transform, modernize and automate our reporting and processes as we grow our business and deliver a world class experience for our customers. If you have a burning desire to get into ICT, Telus Partner Solutions is the best place to learn about the telecom industry, as we manage the buy and sell to traditional and non-traditional ICT companies globally. We are different because:",3.9,"TELUS
3.9",,Vancouver,10000+ Employees,1998,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD)
Data Scientist / Analyst,CA$44K - CA$58K (Glassdoor est.),"Data Scientist / Analyst
Country/Region: CA
City: Victoria
Data Scientist / Analyst
Remote Canada

Underpinned by a deep understanding of technology integration, asset management, and specialist training, Babcock International works with customers around the world to improve the capability, reliability and availability of their most critical assets within the key market sectors of Marine, Land, Aviation, and Nuclear.",3.5,"Babcock International
3.5",,Victoria,10000+ Employees,1891,Company - Public,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$5 to $10 billion (USD)
Data Scientist,-1,"At Desjardins, we believe in equity, diversity and inclusion. We're committed to welcoming, respecting and valuing people for who they are as individuals, learning from their differences, embracing their uniqueness, and providing a positive workplace for all. At Desjardins, we have zero tolerance for discrimination of any kind. We believe our teams should reflect the diversity of the members, clients and communities we serve.
If there's something we can do to help make the recruitment process or the job you're applying for more accessible, let us know. We can provide accommodations at any stage in the recruitment process. Just ask!
Being a data scientist at Desjardins means having the drive to develop a passion for data models, machine learning concepts and quantitative fields (mathematics, finance, actuarial science, statistics, etc.).
We develop and train a wide variety of predictive and prescriptive models so we can do what's best for our members and clients.
Thanks to the models developed to measure the impact of interest rates and inflation, and even various analyses like spatial analyses, we can measure the natural disaster risks that our members and clients could face. Other initiatives focus on risk quantification and customer loyalty models.",4.2,"Desjardins
4.2",,Montreal,10000+ Employees,1900,Company - Private,Banking & Lending,Financial Services,$25 to $100 million (USD)
Data Scientist,CA$38.00 Per Hour(Employer est.),"Study2020 Consulting Inc. was first established in 2005. Over the years, it has expanded its branches to offer its services in various countries. Currently, Study2020’s headquarter is located in Vancouver, Canada, with employees from over 20 nationalities. Study2020 is a multidisciplinary, international organization that is ICEF and CCEA certified, providing comprehensive professional consultancy services in the field of education and immigration. It specializes in assessment, educational counseling, university admissions, document preparation, visa consultation, and post-arrival services.
Study2020 is now accepting applicants to fill the position of Data Scientist. The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.",-1,Study2020 Consulting Inc.,,Vancouver,,,,,,
Data Scientist,-1,"Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users, serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of money.

Are you looking to be a part of the most influential company in the blockchain industry and contribute to the crypto-currency revolution that is changing the world?

Data driven based business is the core in helping us to use cloud native platform to serve tens of millions of crypto-currency users. Engineers and Data Scientists across the company use the data platform to do interesting and impactful analysis for continuous innovations. As a data scientist, you will have the opportunity to leverage rich data (PB-level scalability) and state-of-art machine learning infrastructure to develop data products which are used by our tens of millions of crypto-currency users. You will collaborate with a strong team of engineers, data analysts, business operation and product/marketing managers to define and build solutions, features, algorithms and products based off our rich data and cutting-edge machine learning technology.",3.6,"Binance
3.6",,Canada,5001 to 10000 Employees,2017,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD)
Data Scientist,CA$80K - CA$120K (Employer est.),"Calgary, Canada
Job Description


Who we are:
Competing in a data-driven world, most businesses struggle to capture real value from data and analytics. Data management constraints cause mid-size and large companies to miss key opportunities in the value chain. Companies are left vulnerable to underwhelming performance and encroachment by competitors.

A4 Systems is a world-class team of cyber physical system product developers, transforming quality data into primary competitive advantage. A trusted partner to industries like manufacturing, agriculture, and energy, A4 builds mission-critical SaaS products for customers to achieve breakthrough performance.

We are looking for a Data Scientist who will support our product development team with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets to improve business outcomes.





Salary: $80,000.00-$120,000.00 per year",5.0,"A4 Systems
5.0",,Calgary,Unknown,,Company - Public,,,Unknown / Non-Applicable
Data Scientist,CA$55K - CA$75K (Glassdoor est.),"The future you want is within reach

At PCL, we build the places where life happens and find camaraderie in the process. We’re a community of builders committed to building better communities. That’s why we’re always looking ahead, and not just to the next project or what’s next in our industry.

We’re also looking at what’s next for you and how we can help you build a career you’re proud of. As a Data Scientist at PCL, you will get the opportunity for challenging work assignments in a supportive work environment which promotes personal and professional growth.

One of our functions is data science: the application of modern data visualization techniques, machine learning techniques, and artificial intelligence to develop insights and address business challenges.",4.1,"PCL Construction
4.1",,Edmonton,1001 to 5000 Employees,1906,Company - Private,Construction,"Construction, Repair & Maintenance Services",$5 to $10 billion (USD)
Data Scientist - Data valorization,-1,"At Desjardins, we believe in equity, diversity and inclusion. We're committed to welcoming, respecting and valuing people for who they are as individuals, learning from their differences, embracing their uniqueness, and providing a positive workplace for all. At Desjardins, we have zero tolerance for discrimination of any kind. We believe our teams should reflect the diversity of the members, clients and communities we serve.
If there's something we can do to help make the recruitment process or the job you're applying for more accessible, let us know. We can provide accommodations at any stage in the recruitment process. Just ask!
Job Level
NV-09
As a data scientist, you provide the data needed to make business decisions, develop solutions and services adapted to business issues and understand member and client behaviour.

You provide guidance and support to clients for advanced analytics and artificial intelligence mandates that involve using data and developing models adapted to business needs.

Your projects and initiatives require extensive knowledge of your field.

You use your analytical skills and extensive knowledge of your line of business to solve complex business problems using data from the data warehouses. You prepare recommendations, solutions and action plans based on the organization’s objectives and priorities.

You serve as a data use resource person for various stakeholders. You interact with stakeholders working in other fields to understand needs and present easy-to-understand analysis results.
Action oriented, Customer Focus, Differences, Nimble learning
Complexity, Innovation, Interpersonal Savvy
1, Complexe Desjardins, Montréal
Non Syndiqué
2022-11-20
Data (FG)",4.2,"Desjardins
4.2",,Montreal,10000+ Employees,1900,Company - Private,Banking & Lending,Financial Services,$25 to $100 million (USD)
Senior Data Scientist - Search & Recommendation,CA$88K - CA$130K (Glassdoor est.),"About Faire
Faire is an online wholesale marketplace built on the belief that the future is local — there are over 2 million independent retailers in North America and Europe doing more than $2 trillion in revenue. At Faire, we're using the power of tech, data, and machine learning to connect this thriving community of entrepreneurs across the globe. Picture your favorite boutique in town — we help them discover the best products from around the world to sell in their stores. With the right tools and insights, we believe that we can level the playing field so that small businesses everywhere can compete with these big box and e-commerce giants.
By supporting the growth of independent businesses, Faire is driving positive economic impact in local communities, globally. We're looking for smart, resourceful and passionate people to join us as we power the shop local movement. If you believe in community, come join ours.",4.8,"Faire
4.9",,Toronto,201 to 500 Employees,2017,Company - Private,Wholesale,Retail & Wholesale,Unknown / Non-Applicable
Data scientist,CA$99K - CA$127K (Glassdoor est.),"Overview


As an engineering service provider, we serve clients who have specific needs in the areas of machine learning, data analysis and computer vision. As such, we are looking for a capable Data Scientist to join the inference team at Kinsol Research and offer his/her expertise in statistical modeling and machine learning.
Key Responsibilities:",5.0,"Kinsol Research
5.0",,Victoria West,1 to 50 Employees,,Private Practice / Firm,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Sr Clinical Data Scientist,-1,"Description
Senior Clinical Data Scientist
Syneos Health is the only fully integrated biopharmaceutical solutions organization purpose-built to accelerate customer success. We lead with a product development mindset, seamlessly connecting our capabilities to add high-value insights to speed therapies to patients and provide practical value to help our customers achieve their objectives.
Our Clinical Development model brings the customer and the patient to the center of everything that we do. We are continuously looking for ways to simplify and streamline our work to not only make Syneos Health easier to work with, but to make us easier to work for.
Whether you join us in a Functional Service Provider partnership or a Full-Service environment, you’ll collaborate with passionate problem solvers, innovating as a team to help our customers achieve their goals. We are agile and driven to accelerate the delivery of therapies, because we are passionate to change lives.",3.7,"Syneos Health Clinical
3.7",,Remote,10000+ Employees,,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
Data Scientist (Co-op),CA$61K - CA$78K (Glassdoor est.),"Here is an opportunity to join a team of talented and driven professionals working on technology solutions that help agriculture and food production. Ecoation has designed and developed an AI robotics platform that evaluates crop health in commercial greenhouses internationally, eliminating the need for mass chemical pesticide usage. With exciting products hitting the market in the coming months, we are looking for candidates who are passionate about high technology, food, innovation, and sustainability. Ecoation is seeking Data Scientist Coops to join our team.

We support our customers completely, we accomplish great things as a team, we are passionate about enabling a cleaner future for everyone, we act like owners, diversity in all that we do is our strength, success comes because we are great learners, we are persistent and forthright and realistic, and our optimistic nature allows us to take on any challenge.",4.4,"Ecoation
4.4",,North Vancouver,51 to 200 Employees,2010,Company - Private,Farm Support,Agriculture,Unknown / Non-Applicable
Data Analyst,CA$54K - CA$93K (Glassdoor est.),"Founded in 2014, Spring Financial has spent the last 7 years simplifying the lending process for millions of Canadians facing every type of financial circumstance. In the process, we’ve become the largest fintech loan originator in the country with over 50,000 monthly applicants and over 250,000 loans originated!

Many Canadians have been locked out of the financial system and are stuck without the credit they need, unable to save money and paying extremely high interest rates. At Spring, our mission is to provide all Canadians access to fair-priced financial products. We do this through a variety of products including our signature savings and credit-building product, The Foundation Loan, and our personal loan offering, the Evergreen Loan. We’ve made all of our products available to Canadians from the comfort of their own home and without having to visit a branch!",3.8,"Spring Financial Inc.
3.8",,Vancouver,51 to 200 Employees,2014,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable
Senior Data Scientist - Ads Sales (Remote),CA$129K - CA$171K (Employer est.),"[As of June 2020, Quora has become a ""remote-first"" company. This position can be performed remotely from multiple countries around the world. Please visit quora.com/eligible_countries for details regarding employment eligibility by country.]
About Quora:
The vast majority of human knowledge is still not on the internet. Most of it is trapped in the form of experience in people's heads, or buried in books and papers that only experts can access. More than a billion people use the internet, yet only a tiny fraction contribute their knowledge to it. We want to democratize access to knowledge of all kinds — from politics to painting, cooking to coding, etymology to experiences — so if someone out there knows something, anyone else can learn it. Our mission is to share and grow the world's knowledge, and we're building a world-class team to help us achieve this mission.",4.2,"Quora
4.2",,Vancouver,201 to 500 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Experimental Engineer or Applied Scientist to work on Quantum Technologies,-1,"Quantum Valley Ideas Laboratories is a not-for-profit applied research institution focused on cutting-edge research and development of quantum technologies. Quantum Valley Ideas Laboratories is tackling the ambitious goal of accelerating quantum technologies from proof-of-concept to real-world applicable, commercializable solutions. We are searching for an experimental engineer or applied physicist to fill a technical staff position.
We are interested in hiring a candidate who wants to work on a scientific team and has a passion for application-driven R&D. Candidates must have a master’s degree in electrical engineering, optics, physics or a closely related field. Industrial work experience in specific areas of interest will be considered in lieu of a master’s degree. Some industrial work experience is preferred, but not necessary. The successful applicant will work under a project lead with another staff scientist and group of engineers. Skills of particular interest are glass bonding, device simulation, sputtering, PECVD, SOI and MEMs fabrication and testing. A demonstrated ability to successfully work in a close team environment is required. We value inquisitiveness and creative problem solving above all.",-1,Quantum Valley Ideas Lab,,Waterloo,,,,,,
BI Analyst,CA$51K - CA$73K (Glassdoor est.),"At SCI our people make us even better, which is why we want you to be a part of our fast growing organization. SCI recognizes that having a great team is the key to success, which is why we attract and retain the right people with an employee experience that focuses on building trust, embracing change, and achieving our goals together. Any one of our 3000 industry experts will tell you that we take on some of Canada’s toughest service and logistic challenges in specialized transportation, technical services, and supply chain management. For 30 years, our proficient planning and flexible solutions have brought us top tier clients. With clear focus, operational excellence, and future growth at the core of our operation, we apply out-of-the-box thinking to deliver exceptional experiences that take our clients to the next level. Are you ready for your next challenge?
As BI Analyst, the incumbent will be responsible for implementation of new customer projects, change requests and managing day to day support of the business inquiries and BI environment. He/she will participate as part of a team in design and implementation of standardized reporting & analytics processes to support current and future reporting needs of business.",3.0,"SCI Group
3.0",,Toronto,51 to 200 Employees,,Company - Private,Taxi & Car Services,Transportation & Logistics,$5 to $25 million (USD)
"Manager & Sr. Manager, Strategy & Analytics",-1,"161 Bay Street (93021), Canada, Toronto,Toronto, Ontario,
Manager & Sr. Manager, Strategy & Analytics
The Capital One way

Yes, we’re a credit card company. But we’re more than that too. We’re driven by what our customers want, and how to make their lives simpler.

We’re always looking for creative ways to offer digital solutions that make sense for our customers. With your help, we’ll build the next generation of banking in Canada based on customer-focused values, compelling products and great engineering.






























Capital One Canada is an equal opportunity employer committed to fostering a diverse and inclusive work environment. We consider all qualified applicants and will meet the needs of those requiring reasonable accommodations.",4.2,"Capital One - Canada
4.2",,Toronto,10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Software Engineer in Algorithms & Optimization - Junior,CA$90K - CA$110K (Employer est.),"Role Summary:
This is an opportunity in the exciting and fast-growing transportation technology industry. Public transit is being transformed from a system of static, scheduled fixed-routes, to a dynamic on-demand network, and you will be one of the pioneers shaping this transformation.
As the newest member of our Algorithms & Optimization team, you will contribute to the complex suite of algorithms that power RideCo’s core ridesharing platform. The ideal candidate must possess a sound grasp of Algorithms and Data Structures, strong critical thinking and reasoning skills, and the ability to produce readable, maintainable, and working software programs from abstract concepts and ideas. You will thrive in a small-team environment with fast-paced agile iterations, where every developer contributes code that delivers a meaningful impact to our customers and the company.",4.1,"RideCo
4.1",,Waterloo,51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Senior Data Analyst,CA$50K - CA$70K (Glassdoor est.),"Referred applicants should not apply directly to this role.
All referred applicants must first be submitted through Workday by a current Loblaw Colleague.
Location:
1 Presidents Choice Circle, Brampton, Ontario, L6Y 5S5
At Loblaw, we help millions of Canadians get through their best days, worst days, celebration days, and every day. Through our innovation and quality products, we’re here for our friends, neighbours, family members and colleagues.

We succeed through collaboration and commitment and set a high bar for ourselves and those around us.

We’re looking for adaptable people who are thrilled to join us in our goal of helping Canadians Live Life Well®. Whether you are just starting your career, re-entering the workforce, or looking for a new job, this is where you belong. We promote leaders at every level and support our people to follow their passion.
Full time
Regular",3.6,"Loblaw Companies Limited
3.6",,Brampton,10000+ Employees,,Company - Public,Vehicle Dealers,Retail & Wholesale,$10+ billion (USD)
"(CAN) Analyst, Business Systems and Analytics – Direct Store Delivery (12 month contract)",CA$50K - CA$121K (Glassdoor est.),"Job Type: Temporary (Fixed Term)
Schedule: Morning, afternoons, evenings, nights
Position Summary...
The Analyst, Business Systems and Analytics – Direct Store Delivery will report to the Manager, Direct Store Delivery and will work closely with a team of Analysts to provide ongoing data support for the DOME Project. After the launch of DOME, this role will be responsible for assisting with the ongoing enhancements and maintenance of the system. This role builds out the entire tableau portfolio for the DSD program and will also provide analytics to the Walmart freight program and tie reporting, analysis, and results to the original objects.






Age – 18 or older
6800 MARITZ DRIVE, MISSISSAUGA, ON L5W 1W2, Canada
R-1209548",3.3,"WALMART CANADA
3.6",,Mississauga,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD)
Data Specialist,CA$58K - CA$62K (Glassdoor est.),"Why work for Lafarge?:

As the global leader in innovative and sustainable building materials, we’re committed to shaping a greener, smarter and healthier world. At Lafarge Canada Inc., safety comes first, collaboration matters and diversity is celebrated with people who share our desire to continually make our materials better.

Do you have the drive, the skills, and the passion to join us?

Overview:

The primary objective of this role is to provide critical actionable data and analytics for identifying technical business growth and operational opportunities based on deep understating of multiple layers of data, such as RMX trucks sensors, plants vs field data.


Responsibilities:













Qualifications:


LafargeHolcim:",3.8,"Lafarge Canada Inc
3.8",,Mississauga,10000+ Employees,2015,Company - Public,Construction,"Construction, Repair & Maintenance Services",$10+ billion (USD)
"Senior Business Data Analyst, BICC",CA$57K - CA$77K (Glassdoor est.),"Referred applicants should not apply directly to this role.
All referred applicants must first be submitted through Workday by a current Loblaw Colleague.
Location:
1 Presidents Choice Circle, Brampton, Ontario, L6Y 5S5
At Loblaw, we help millions of Canadians get through their best days, worst days, celebration days, and every day. Through our innovation and quality products, we’re here for our friends, neighbours, family members and colleagues.

We succeed through collaboration and commitment and set a high bar for ourselves and those around us.

We’re looking for adaptable people who are thrilled to join us in our goal of helping Canadians Live Life Well®. Whether you are just starting your career, re-entering the workforce, or looking for a new job, this is where you belong. We promote leaders at every level and support our people to follow their passion.
Full time
Regular",3.6,"Loblaw Companies Limited
3.6",,Brampton,10000+ Employees,,Company - Public,Vehicle Dealers,Retail & Wholesale,$10+ billion (USD)
Machine Learning Research Scientist - Biotechnology Company,CA$90K - CA$110K (Employer est.),"This is a leading company in artificial intelligence for drug discovery that has launched multiple software products, including target identification platform, and automated drug discovery platform. We are looking for a Machine Learning Scientist to join the team. You will work with product teams as well as top AI scientists in this field. We focus on AI-assisted systems that can identify novel drug targets for untreated diseases, assist in the development of new treatments and eventually predict how well those treatments may perform in clinical trials. This company was ranked Top 5 AI companies in its potential for social impact according to NVIDIA and in 2018, the company was named one of the global top 100 AI companies by CB Insights. They are growing their team in Canada and are looking for people who want to be part of this journey.

More about role:
We are seeking a Machine Learning Research Scientist for generative models in chemistry/biology. We are an end-to-end artificial intelligence-driven pharma-technology company with a mission to accelerate drug discovery and development by leveraging our rapidly-evolving proprietary platforms across biology, chemistry, and clinical development. Our Pharma.AI platform has the potential to rapidly bring novel breakthrough medicines to patients while decreasing costs and increasing the probability of success.

Machine Learning Research scientist
1215 Boulevard René-Lévesque, Montreal. Hybrid model. Coming in to office 2 days a week.
Full time and permanent
90-110k + 8.33% bonus + Benefits + 3-4 weeks’ vacation


Do you have this experience?
Desirable Skills",4.4,"Groom & Associes
4.4",,Montreal,1 to 50 Employees,,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD)
Data Scientist II – Applied Machine Learning,CA$80K - CA$100K (Glassdoor est.),"TD Description
Tell us your story. Don't go unnoticed. Explain why you're a winning candidate. Think ""TD"" if you crave meaningful work and embrace change like we do. We are a trusted North American leader that cares about people and inspires them to grow and move forward.
Stay current and competitive. Carve out a career for yourself. Grow with us.
Department Overview
What does TD stand for? For starters, we believe in visionary leadership and insights. We believe in using every resource at our disposal to better serve our clients, and for almost every department, that begins with data.",4.0,"TD Bank
4.0",,Toronto,10000+ Employees,1855,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Senior Master Data Analyst,CA$64K - CA$120K (Glassdoor est.),"Job ID #349846
Senior Master Data Analyst
On behalf of our client, Procom is currently seeking a Senior Master Data Analyst to join their IT team.
You will be an important member of the Global IT & Systems team that supports business users in the Americas, Europe, Middle East, Africa, and Asia.

You will join a cross-functional team of Enterprise Integration and Data experts in the early stages of our corporate Master Data Management journey. You will leverage your extensive experience in Data Governance and Data Management to help guide our team through all stages of our MDM program.

You will be able to rely on prior MDM experience to work with key business stakeholders to document our current Master Data Assets and their related business flows. You will be expected create a well-defined Data Governance model that will help evolve these processes and to better define our sources of truth, ultimately providing cleaner data to downstream systems and processes.",3.9,"Procom
3.9",,Richmond,5001 to 10000 Employees,1978,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 billion (USD)
Machine Learning Research Intern,-1,"Job Description

Join a world-class machine learning research team at Intel Labs. At Intel Labs we place a high value on innovation - with a focus on peer reviewed publications, open source software and patents. As an intern, you could work on advancing the state of the art in machine learning on massive graph structured data, video understanding and generation, reinforcement learning for EDA or circuit design and large-scale combinatorial optimization. The ideal candidate should possess good problem solving skills and the ability to work in a dynamic and multi-functional team.

Qualifications






Enable amazing computing experiences with Intel Software continues to shape the way people think about computing – across CPU, GPU, and FPGA architectures. Get your hands on new technology and collaborate with some of the smartest people in the business. Our developers and software engineers work in all software layers, across multiple operating systems and platforms to enable cutting-edge solutions. Ready to solve some of the most complex software challenges? Explore an impactful and innovative career in Software.



CA,Virtual


All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Intel is committed to a culture of accessibility. Intel provides accommodations to applicants and employees with disabilities. Find information and request accommodation here.


This role is available as a fully home-based and generally would require you to attend Intel sites only occasionally based on business need. This role may also be available as our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.3,"INTEL
4.3",,Canada,10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
ON - 2023 AI & Data Engineering Intern Program,-1,"Req Id: 393211

At Bell, we do more than build world-class networks, develop innovative services and create original multiplatform media content – we advance how Canadians connect with each other and the world.

If you’re ready to bring game-changing ideas to life and join a community that values, professional growth and employee wellness, we want you on the Bell team.

Bell’s forward-thinking Customer Operations team is creating the ultimate service experience for our residential, wireless and small business consumers. We lead strategic development and execution of day-to-day operations, develop tools and processes to drive service enhancements, manage customer loyalty and retention, and leverage big data and artificial intelligence to create intellectual property.",3.9,"Bell Canada
3.9",,Toronto,10000+ Employees,1880,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD)
,CA$107K - CA$113K (Glassdoor est.),,-1,,,,,,,,,
"Data Scientist, The Sims™",CA$122K - CA$123K (Glassdoor est.),"About the Role:
At Maxis, creator of The Sims™, we thrive on outrageous thinking. It’s the fuel that inspires the best life simulation games in the world. We’re innovators and great storytellers. But it’s not just about amazing your peers—it’s about amazing yourself and our fans. Take risks, collaborate with brilliant minds and dare to dream big. Together, we can impact millions of players every day.
As a Data Scientist on The Sims franchise, you’ll be handed the keys to massive volumes of player behavioral data and responsible for maintaining, iterating on, and developing data products that personalize the player experience, and inform business decisions, product development, and game design.
You’ll be working with a large but tight-knit studio of enthusiastic industry craftspeople from all walks of life. You’ll also join a group of experienced data scientists, analysts, and data engineers as a member of the embedded-and-dedicated Studios Data and Insights (SDI) team.





Electronic Arts is the leading interactive entertainment company, powered by innovative technology. We create incredible experiences for millions of players around the world. But what matters most is our people who inspire us, and the world, to play. As we bring new forms of entertainment to people around the world, we need creative, collaborative, diverse and adaptable people to keep making Electronic Arts better.",4.0,"Electronic Arts
4.0",,Vancouver,10000+ Employees,1990,Company - Public,Business Consulting,Management & Consulting,Unknown / Non-Applicable
